,cluster_id,size,avg_intra_cluster_pairwise_distance,avg_intra_cluster_variance,avg_silhouette_score,avg_inter_centroid_distance,model,task
1184,N.Hispanic.Explicit.Third Person,200,0.4130509784174327,0.29209854037011956,-0.07244753993932213,0.3072386703197204,Llama-3.1-8B-Instruct,bio
1185,N.Hispanic.Name.Direct,200,0.48474977071997605,0.3436079378462243,-0.07750171327663517,0.24708137994576576,Llama-3.1-8B-Instruct,bio
1186,N.Hispanic.Name.Interview,189,0.5008051261024039,0.35562686084207684,-0.049317265183683255,0.27783320853578974,Llama-3.1-8B-Instruct,bio
1187,N.Hispanic.Name.Third Person,200,0.4399078403967858,0.3107316176517914,-0.015158796950415469,0.28375607155934046,Llama-3.1-8B-Instruct,bio
1188,N.Hispanic.Structured.Direct,200,0.3467145987067681,0.24480696241017783,0.032005506241551004,0.34463728171850017,Llama-3.1-8B-Instruct,bio
1189,N.Hispanic.Structured.Interview,176,0.425500284547564,0.3015221297322243,-0.10531548599248719,0.28904026292178,Llama-3.1-8B-Instruct,bio
1190,N.Hispanic.Structured.Third Person,200,0.3704763316655558,0.2610796812207971,-0.023569200360301502,0.3418165740468624,Llama-3.1-8B-Instruct,bio
1191,N.Middle-Eastern.Explicit.Direct,200,0.4442643229055361,0.31375995018576147,-0.04405578981297857,0.3117983879887404,Llama-3.1-8B-Instruct,bio
1192,N.Middle-Eastern.Explicit.Interview,165,0.3386217702122493,0.2397571133189584,0.07543777590104779,0.33923839916618215,Llama-3.1-8B-Instruct,bio
1193,N.Middle-Eastern.Explicit.Third Person,200,0.44512278167814723,0.3138244653462267,-0.024923948093643795,0.3128692491055727,Llama-3.1-8B-Instruct,bio
1194,N.Middle-Eastern.Name.Direct,198,0.4801445916591508,0.3402356367643382,-0.029100792436925548,0.26064435467191677,Llama-3.1-8B-Instruct,bio
1195,N.Middle-Eastern.Name.Interview,172,0.519257912483377,0.36884199432631404,-0.07395355494542427,0.2821611142033854,Llama-3.1-8B-Instruct,bio
1196,N.Middle-Eastern.Name.Third Person,200,0.4594104262075359,0.3251481261715874,-0.06282802846707938,0.26316815187200066,Llama-3.1-8B-Instruct,bio
1197,N.Middle-Eastern.Structured.Direct,200,0.38372539143484796,0.27052059931681877,0.022494836899902323,0.335600785992918,Llama-3.1-8B-Instruct,bio
1198,N.Middle-Eastern.Structured.Interview,174,0.4090045224776429,0.2885821538373379,-0.09211768410792125,0.31143189582432296,Llama-3.1-8B-Instruct,bio
1199,N.Middle-Eastern.Structured.Third Person,200,0.4241314278835998,0.29924519760125196,-0.042569620927967004,0.32257250398865606,Llama-3.1-8B-Instruct,bio
1200,N.White.Explicit.Direct,200,0.40647363392802427,0.28740062933838906,-0.028803172867082942,0.29887171320642564,Llama-3.1-8B-Instruct,bio
1201,N.White.Explicit.Interview,182,0.4430862411563135,0.31473251606543745,-0.0669739497260461,0.2795588943262332,Llama-3.1-8B-Instruct,bio
1202,N.White.Explicit.Third Person,200,0.40193970439734394,0.2838768246710352,0.011093911453639497,0.3048046647110095,Llama-3.1-8B-Instruct,bio
1203,N.White.Name.Direct,198,0.48263599362990955,0.34267826569557863,-0.0316415542597205,0.26705191930263317,Llama-3.1-8B-Instruct,bio
1204,N.White.Name.Interview,178,0.5208981938416233,0.36965365560501473,-0.07151310559081886,0.2830360723851083,Llama-3.1-8B-Instruct,bio
1205,N.White.Name.Third Person,200,0.47257292757607755,0.3353370528734807,-0.07264428407661247,0.26120215221834264,Llama-3.1-8B-Instruct,bio
1206,N.White.Structured.Direct,200,0.3878489548397391,0.2747708239926498,0.001389344231829008,0.3118221457440793,Llama-3.1-8B-Instruct,bio
1207,N.White.Structured.Interview,147,0.46284065600697927,0.32719082745999545,-0.08065713473284374,0.2695911211727211,Llama-3.1-8B-Instruct,bio
1208,N.White.Structured.Third Person,200,0.3886173670084632,0.2754581126851667,-0.004796422050328211,0.31537664589733827,Llama-3.1-8B-Instruct,bio
1209,F.Asian.Explicit.Direct,200,0.2847927639244541,0.21614617904066094,0.15259314568540513,0.3827676643431375,Llama-3.3-70B-Instruct,bio
1210,F.Asian.Explicit.Interview,200,0.3832532862128287,0.2778203012759865,-0.24805727193237612,0.3157628875900499,Llama-3.3-70B-Instruct,bio
1211,F.Asian.Explicit.Third Person,200,0.33344757850064227,0.2419659073962783,-0.055533679708229006,0.3765592459600517,Llama-3.3-70B-Instruct,bio
1212,F.Asian.Name.Direct,200,0.3761686391533712,0.2683299011435911,-0.06010292582313435,0.34509474995391615,Llama-3.3-70B-Instruct,bio
1213,F.Asian.Name.Interview,200,0.4282987541719312,0.30927825291756694,-0.08065812331559051,0.3389466307434389,Llama-3.3-70B-Instruct,bio
1214,F.Asian.Name.Third Person,200,0.3593667739324028,0.25642621017295986,-0.036846901312731085,0.3352946618589654,Llama-3.3-70B-Instruct,bio
1215,F.Asian.Structured.Direct,200,0.3259702957107654,0.2337489339963963,0.008669633416122443,0.3692499631439,Llama-3.3-70B-Instruct,bio
1216,F.Asian.Structured.Interview,200,0.4284269353402652,0.30863610603810027,-0.1103379444900899,0.3296991773206732,Llama-3.3-70B-Instruct,bio
1217,F.Asian.Structured.Third Person,200,0.3327714915833612,0.2403931354160821,-0.017623693761031567,0.3656967697600361,Llama-3.3-70B-Instruct,bio
1218,F.Black.Explicit.Direct,200,0.3890962399889471,0.2775463624060447,-0.025613732309741986,0.3444007203047395,Llama-3.3-70B-Instruct,bio
1219,F.Black.Explicit.Interview,200,0.3573397122872715,0.2946551342338324,0.05087832445727344,0.35585422246030396,Llama-3.3-70B-Instruct,bio
1220,F.Black.Explicit.Third Person,200,0.28229103063363625,0.20673320547608234,0.22615056708262862,0.36588940675997883,Llama-3.3-70B-Instruct,bio
1221,F.Black.Name.Direct,200,0.3714617701495117,0.26221648864526037,0.03258467882163512,0.35271015254660393,Llama-3.3-70B-Instruct,bio
1222,F.Black.Name.Interview,200,0.4495411218906343,0.3221860940995351,-0.11364099594095478,0.33316578997080015,Llama-3.3-70B-Instruct,bio
1223,F.Black.Name.Third Person,200,0.42648275306927996,0.3038785905046636,-0.09294741622281304,0.33253195724669055,Llama-3.3-70B-Instruct,bio
1224,F.Black.Structured.Direct,200,0.33481019254598393,0.2442519769403565,0.21582660647140295,0.4071923672963758,Llama-3.3-70B-Instruct,bio
1225,F.Black.Structured.Interview,200,0.4072021652730322,0.3104036501594686,-0.14650084791714935,0.3401019149280208,Llama-3.3-70B-Instruct,bio
1226,F.Black.Structured.Third Person,200,0.38256601636069737,0.27818545882451295,-0.1335649853492485,0.3492861646044421,Llama-3.3-70B-Instruct,bio
1227,F.Hispanic.Explicit.Direct,200,0.37556269542439885,0.2678926023058495,2.8299425465555942e-05,0.3950806762643615,Llama-3.3-70B-Instruct,bio
1228,F.Hispanic.Explicit.Interview,200,0.3287387501870361,0.2438520557493045,-0.2061248488974341,0.34393360378061677,Llama-3.3-70B-Instruct,bio
1229,F.Hispanic.Explicit.Third Person,200,0.3127773608387578,0.2280414353359621,0.07261049592773783,0.3983967500017626,Llama-3.3-70B-Instruct,bio
1230,F.Hispanic.Name.Direct,200,0.3722305207656053,0.2663424558966692,-0.029234254046336016,0.3603920378550461,Llama-3.3-70B-Instruct,bio
1231,F.Hispanic.Name.Interview,200,0.38974441776626434,0.28848725694531535,-0.01317176224592345,0.36019990749117703,Llama-3.3-70B-Instruct,bio
1232,F.Hispanic.Name.Third Person,200,0.39805002343610857,0.2844332697673467,-0.1157672388756491,0.33356094062736247,Llama-3.3-70B-Instruct,bio
1233,F.Hispanic.Structured.Direct,200,0.3355297185830892,0.23846510012219635,0.05180583500574139,0.3966582603279875,Llama-3.3-70B-Instruct,bio
1234,F.Hispanic.Structured.Interview,200,0.16158121300291264,0.12246219989736694,0.4576594013769807,0.4017408514106168,Llama-3.3-70B-Instruct,bio
1235,F.Hispanic.Structured.Third Person,200,0.346125444503122,0.24882915236593292,-0.0533016296532481,0.3853667230245517,Llama-3.3-70B-Instruct,bio
1236,F.Middle-Eastern.Explicit.Direct,200,0.34469347754243385,0.24529144809440426,0.05927201672933103,0.3929805737704874,Llama-3.3-70B-Instruct,bio
