Role Adoption,Demographic Priming,gender,race,prompt_version,model,task,% English,% Non-\nEnglish,is Hispanic
Direct,Structured,F,Black,v2,OLMo-2-0325-32B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,F,Black,v2,OLMo-2-1124-7B-Instruct,Bio,0.99,0.010000000000000009,Non-Hispanic
Direct,Structured,F,Black,v2,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,F,Black,v2,gemma-3-27b-it,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,F,Black,v2,gemma-3-27b-it,SD,1.0,0.0,Non-Hispanic
Direct,Structured,F,Hispanic,v1,Llama-3.1-8B-Instruct,Bio,0.91,0.08999999999999997,Hispanic
Direct,Structured,F,Hispanic,v1,Llama-3.1-8B-Instruct,SD,1.0,0.0,Hispanic
Direct,Structured,F,Hispanic,v1,Llama-3.3-70B-Instruct,Bio,0.95,0.050000000000000044,Hispanic
Direct,Structured,F,Hispanic,v1,Llama-3.3-70B-Instruct,SD,1.0,0.0,Hispanic
Direct,Structured,F,Hispanic,v1,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Hispanic
Direct,Structured,F,Hispanic,v1,OLMo-2-0325-32B-Instruct,SD,0.99,0.010000000000000009,Hispanic
Direct,Structured,F,Hispanic,v1,OLMo-2-1124-7B-Instruct,Bio,0.7,0.30000000000000004,Hispanic
Direct,Structured,F,Hispanic,v1,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Hispanic
Direct,Structured,F,Hispanic,v1,gemma-3-27b-it,Bio,0.86,0.14,Hispanic
Direct,Structured,F,Hispanic,v1,gemma-3-27b-it,SD,0.91,0.08999999999999997,Hispanic
Direct,Structured,F,Hispanic,v2,Llama-3.1-8B-Instruct,Bio,0.81,0.18999999999999995,Hispanic
Direct,Structured,F,Hispanic,v2,Llama-3.1-8B-Instruct,SD,1.0,0.0,Hispanic
Direct,Structured,F,Hispanic,v2,Llama-3.3-70B-Instruct,Bio,0.99,0.010000000000000009,Hispanic
Direct,Structured,F,Hispanic,v2,Llama-3.3-70B-Instruct,SD,1.0,0.0,Hispanic
Direct,Structured,F,Hispanic,v2,OLMo-2-0325-32B-Instruct,Bio,0.77,0.22999999999999998,Hispanic
Direct,Structured,F,Hispanic,v2,OLMo-2-0325-32B-Instruct,SD,0.84,0.16000000000000003,Hispanic
Direct,Structured,F,Hispanic,v2,OLMo-2-1124-7B-Instruct,Bio,0.57,0.43000000000000005,Hispanic
Direct,Structured,F,Hispanic,v2,OLMo-2-1124-7B-Instruct,SD,0.94,0.06000000000000005,Hispanic
Direct,Structured,F,Hispanic,v2,gemma-3-27b-it,Bio,0.73,0.27,Hispanic
Direct,Structured,F,Hispanic,v2,gemma-3-27b-it,SD,0.89,0.10999999999999999,Hispanic
Direct,Structured,F,Middle-Eastern,v1,Llama-3.1-8B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,F,Middle-Eastern,v1,Llama-3.1-8B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,F,Middle-Eastern,v1,Llama-3.3-70B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,F,Middle-Eastern,v1,Llama-3.3-70B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,F,Middle-Eastern,v1,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,F,Middle-Eastern,v1,OLMo-2-0325-32B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,F,Middle-Eastern,v1,OLMo-2-1124-7B-Instruct,Bio,0.97,0.030000000000000027,Non-Hispanic
Direct,Structured,F,Middle-Eastern,v1,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,F,Middle-Eastern,v1,gemma-3-27b-it,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,F,Middle-Eastern,v1,gemma-3-27b-it,SD,1.0,0.0,Non-Hispanic
Direct,Structured,F,Middle-Eastern,v2,Llama-3.1-8B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,F,Middle-Eastern,v2,Llama-3.1-8B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,F,Middle-Eastern,v2,Llama-3.3-70B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,F,Middle-Eastern,v2,Llama-3.3-70B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,F,Middle-Eastern,v2,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,F,Middle-Eastern,v2,OLMo-2-0325-32B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,F,Middle-Eastern,v2,OLMo-2-1124-7B-Instruct,Bio,0.98,0.020000000000000018,Non-Hispanic
Direct,Structured,F,Middle-Eastern,v2,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,F,Middle-Eastern,v2,gemma-3-27b-it,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,F,Middle-Eastern,v2,gemma-3-27b-it,SD,1.0,0.0,Non-Hispanic
Direct,Structured,F,White,v1,Llama-3.1-8B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,F,White,v1,Llama-3.1-8B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,F,White,v1,Llama-3.3-70B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,F,White,v1,Llama-3.3-70B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,F,White,v1,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,F,White,v1,OLMo-2-0325-32B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,F,White,v1,OLMo-2-1124-7B-Instruct,Bio,0.96,0.040000000000000036,Non-Hispanic
Direct,Structured,F,White,v1,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,F,White,v1,gemma-3-27b-it,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,F,White,v1,gemma-3-27b-it,SD,1.0,0.0,Non-Hispanic
Direct,Structured,F,White,v2,Llama-3.1-8B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,F,White,v2,Llama-3.1-8B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,F,White,v2,Llama-3.3-70B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,F,White,v2,Llama-3.3-70B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,F,White,v2,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,F,White,v2,OLMo-2-0325-32B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,F,White,v2,OLMo-2-1124-7B-Instruct,Bio,0.98,0.020000000000000018,Non-Hispanic
Direct,Structured,F,White,v2,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,F,White,v2,gemma-3-27b-it,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,F,White,v2,gemma-3-27b-it,SD,1.0,0.0,Non-Hispanic
Direct,Structured,M,Asian,v1,Llama-3.1-8B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,M,Asian,v1,Llama-3.1-8B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,M,Asian,v1,Llama-3.3-70B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,M,Asian,v1,Llama-3.3-70B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,M,Asian,v1,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,M,Asian,v1,OLMo-2-0325-32B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,M,Asian,v1,OLMo-2-1124-7B-Instruct,Bio,0.98,0.020000000000000018,Non-Hispanic
Direct,Structured,M,Asian,v1,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,M,Asian,v1,gemma-3-27b-it,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,M,Asian,v1,gemma-3-27b-it,SD,1.0,0.0,Non-Hispanic
Direct,Structured,M,Asian,v2,Llama-3.1-8B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,M,Asian,v2,Llama-3.1-8B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,M,Asian,v2,Llama-3.3-70B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,M,Asian,v2,Llama-3.3-70B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,M,Asian,v2,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,M,Asian,v2,OLMo-2-0325-32B-Instruct,SD,0.99,0.010000000000000009,Non-Hispanic
Direct,Structured,M,Asian,v2,OLMo-2-1124-7B-Instruct,Bio,0.99,0.010000000000000009,Non-Hispanic
Direct,Structured,M,Asian,v2,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,M,Asian,v2,gemma-3-27b-it,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,M,Asian,v2,gemma-3-27b-it,SD,1.0,0.0,Non-Hispanic
Direct,Structured,M,Black,v1,Llama-3.1-8B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,M,Black,v1,Llama-3.1-8B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,M,Black,v1,Llama-3.3-70B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,M,Black,v1,Llama-3.3-70B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,M,Black,v1,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,M,Black,v1,OLMo-2-0325-32B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,M,Black,v1,OLMo-2-1124-7B-Instruct,Bio,0.93,0.06999999999999995,Non-Hispanic
Direct,Structured,M,Black,v1,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,M,Black,v1,gemma-3-27b-it,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,M,Black,v1,gemma-3-27b-it,SD,1.0,0.0,Non-Hispanic
Direct,Structured,M,Black,v2,Llama-3.1-8B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,M,Black,v2,Llama-3.1-8B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,M,Black,v2,Llama-3.3-70B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,M,Black,v2,Llama-3.3-70B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,M,Black,v2,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,M,Black,v2,OLMo-2-0325-32B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,M,Black,v2,OLMo-2-1124-7B-Instruct,Bio,0.97,0.030000000000000027,Non-Hispanic
Direct,Structured,M,Black,v2,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,M,Black,v2,gemma-3-27b-it,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,M,Black,v2,gemma-3-27b-it,SD,1.0,0.0,Non-Hispanic
Direct,Structured,M,Hispanic,v1,Llama-3.1-8B-Instruct,Bio,0.96,0.040000000000000036,Hispanic
Direct,Structured,M,Hispanic,v1,Llama-3.1-8B-Instruct,SD,1.0,0.0,Hispanic
Direct,Structured,M,Hispanic,v1,Llama-3.3-70B-Instruct,Bio,0.92,0.07999999999999996,Hispanic
Direct,Structured,M,Hispanic,v1,Llama-3.3-70B-Instruct,SD,1.0,0.0,Hispanic
Direct,Structured,M,Hispanic,v1,OLMo-2-0325-32B-Instruct,Bio,0.98,0.020000000000000018,Hispanic
Direct,Structured,M,Hispanic,v1,OLMo-2-0325-32B-Instruct,SD,0.99,0.010000000000000009,Hispanic
Direct,Structured,M,Hispanic,v1,OLMo-2-1124-7B-Instruct,Bio,0.76,0.24,Hispanic
Direct,Structured,M,Hispanic,v1,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Hispanic
Direct,Structured,M,Hispanic,v1,gemma-3-27b-it,Bio,0.92,0.07999999999999996,Hispanic
Direct,Structured,M,Hispanic,v1,gemma-3-27b-it,SD,0.97,0.030000000000000027,Hispanic
Direct,Structured,M,Hispanic,v2,Llama-3.1-8B-Instruct,Bio,0.96,0.040000000000000036,Hispanic
Direct,Structured,M,Hispanic,v2,Llama-3.1-8B-Instruct,SD,1.0,0.0,Hispanic
Direct,Structured,M,Hispanic,v2,Llama-3.3-70B-Instruct,Bio,0.93,0.06999999999999995,Hispanic
Direct,Structured,M,Hispanic,v2,Llama-3.3-70B-Instruct,SD,1.0,0.0,Hispanic
Direct,Structured,M,Hispanic,v2,OLMo-2-0325-32B-Instruct,Bio,0.77,0.22999999999999998,Hispanic
Direct,Structured,M,Hispanic,v2,OLMo-2-0325-32B-Instruct,SD,0.82,0.18000000000000005,Hispanic
Direct,Structured,M,Hispanic,v2,OLMo-2-1124-7B-Instruct,Bio,0.57,0.43000000000000005,Hispanic
Direct,Structured,M,Hispanic,v2,OLMo-2-1124-7B-Instruct,SD,0.92,0.07999999999999996,Hispanic
Direct,Structured,M,Hispanic,v2,gemma-3-27b-it,Bio,0.94,0.06000000000000005,Hispanic
Direct,Structured,M,Hispanic,v2,gemma-3-27b-it,SD,0.26,0.74,Hispanic
Direct,Structured,M,Middle-Eastern,v1,Llama-3.1-8B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,M,Middle-Eastern,v1,Llama-3.1-8B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,M,Middle-Eastern,v1,Llama-3.3-70B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,M,Middle-Eastern,v1,Llama-3.3-70B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,M,Middle-Eastern,v1,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,M,Middle-Eastern,v1,OLMo-2-0325-32B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,M,Middle-Eastern,v1,OLMo-2-1124-7B-Instruct,Bio,0.99,0.010000000000000009,Non-Hispanic
Direct,Structured,M,Middle-Eastern,v1,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,M,Middle-Eastern,v1,gemma-3-27b-it,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,M,Middle-Eastern,v1,gemma-3-27b-it,SD,1.0,0.0,Non-Hispanic
Direct,Structured,M,Middle-Eastern,v2,Llama-3.1-8B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,M,Middle-Eastern,v2,Llama-3.1-8B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,M,Middle-Eastern,v2,Llama-3.3-70B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,M,Middle-Eastern,v2,Llama-3.3-70B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,M,Middle-Eastern,v2,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,M,Middle-Eastern,v2,OLMo-2-0325-32B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,M,Middle-Eastern,v2,OLMo-2-1124-7B-Instruct,Bio,0.97,0.030000000000000027,Non-Hispanic
Direct,Structured,M,Middle-Eastern,v2,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,M,Middle-Eastern,v2,gemma-3-27b-it,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,M,Middle-Eastern,v2,gemma-3-27b-it,SD,1.0,0.0,Non-Hispanic
Direct,Structured,M,White,v1,Llama-3.1-8B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,M,White,v1,Llama-3.1-8B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,M,White,v1,Llama-3.3-70B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,M,White,v1,Llama-3.3-70B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,M,White,v1,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,M,White,v1,OLMo-2-0325-32B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,M,White,v1,OLMo-2-1124-7B-Instruct,Bio,0.98,0.020000000000000018,Non-Hispanic
Direct,Structured,M,White,v1,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,M,White,v1,gemma-3-27b-it,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,M,White,v1,gemma-3-27b-it,SD,1.0,0.0,Non-Hispanic
Direct,Structured,M,White,v2,Llama-3.1-8B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,M,White,v2,Llama-3.1-8B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,M,White,v2,Llama-3.3-70B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,M,White,v2,Llama-3.3-70B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,M,White,v2,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,M,White,v2,OLMo-2-0325-32B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,M,White,v2,OLMo-2-1124-7B-Instruct,Bio,0.99,0.010000000000000009,Non-Hispanic
Direct,Structured,M,White,v2,OLMo-2-1124-7B-Instruct,SD,0.99,0.010000000000000009,Non-Hispanic
Direct,Structured,M,White,v2,gemma-3-27b-it,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,M,White,v2,gemma-3-27b-it,SD,1.0,0.0,Non-Hispanic
Direct,Structured,N,Asian,v1,Llama-3.1-8B-Instruct,Bio,0.99,0.010000000000000009,Non-Hispanic
Direct,Structured,N,Asian,v1,Llama-3.1-8B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,N,Asian,v1,Llama-3.3-70B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,N,Asian,v1,Llama-3.3-70B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,N,Asian,v1,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,N,Asian,v1,OLMo-2-0325-32B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,N,Asian,v1,OLMo-2-1124-7B-Instruct,Bio,0.99,0.010000000000000009,Non-Hispanic
Direct,Structured,N,Asian,v1,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,N,Asian,v1,gemma-3-27b-it,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,N,Asian,v1,gemma-3-27b-it,SD,1.0,0.0,Non-Hispanic
Direct,Structured,N,Asian,v2,Llama-3.1-8B-Instruct,Bio,0.99,0.010000000000000009,Non-Hispanic
Direct,Structured,N,Asian,v2,Llama-3.1-8B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,N,Asian,v2,Llama-3.3-70B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,N,Asian,v2,Llama-3.3-70B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,N,Asian,v2,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,N,Asian,v2,OLMo-2-0325-32B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,N,Asian,v2,OLMo-2-1124-7B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,N,Asian,v2,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,N,Asian,v2,gemma-3-27b-it,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,N,Asian,v2,gemma-3-27b-it,SD,1.0,0.0,Non-Hispanic
Direct,Structured,N,Black,v1,Llama-3.1-8B-Instruct,Bio,0.98,0.020000000000000018,Non-Hispanic
Direct,Structured,N,Black,v1,Llama-3.1-8B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,N,Black,v1,Llama-3.3-70B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,N,Black,v1,Llama-3.3-70B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,N,Black,v1,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,N,Black,v1,OLMo-2-0325-32B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,N,Black,v1,OLMo-2-1124-7B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,N,Black,v1,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,N,Black,v1,gemma-3-27b-it,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,N,Black,v1,gemma-3-27b-it,SD,1.0,0.0,Non-Hispanic
Direct,Structured,N,Black,v2,Llama-3.1-8B-Instruct,Bio,0.99,0.010000000000000009,Non-Hispanic
Direct,Structured,N,Black,v2,Llama-3.1-8B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,N,Black,v2,Llama-3.3-70B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,N,Black,v2,Llama-3.3-70B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,N,Black,v2,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,N,Black,v2,OLMo-2-0325-32B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,N,Black,v2,OLMo-2-1124-7B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,N,Black,v2,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,N,Black,v2,gemma-3-27b-it,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,N,Black,v2,gemma-3-27b-it,SD,1.0,0.0,Non-Hispanic
Direct,Structured,N,Hispanic,v1,Llama-3.1-8B-Instruct,Bio,0.99,0.010000000000000009,Hispanic
Direct,Structured,N,Hispanic,v1,Llama-3.1-8B-Instruct,SD,1.0,0.0,Hispanic
Direct,Structured,N,Hispanic,v1,Llama-3.3-70B-Instruct,Bio,0.96,0.040000000000000036,Hispanic
Direct,Structured,N,Hispanic,v1,Llama-3.3-70B-Instruct,SD,1.0,0.0,Hispanic
Direct,Structured,N,Hispanic,v1,OLMo-2-0325-32B-Instruct,Bio,0.98,0.020000000000000018,Hispanic
Direct,Structured,N,Hispanic,v1,OLMo-2-0325-32B-Instruct,SD,1.0,0.0,Hispanic
Direct,Structured,N,Hispanic,v1,OLMo-2-1124-7B-Instruct,Bio,0.97,0.030000000000000027,Hispanic
Direct,Structured,N,Hispanic,v1,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Hispanic
Direct,Structured,N,Hispanic,v1,gemma-3-27b-it,Bio,0.99,0.010000000000000009,Hispanic
Direct,Structured,N,Hispanic,v1,gemma-3-27b-it,SD,0.82,0.18000000000000005,Hispanic
Direct,Structured,N,Hispanic,v2,Llama-3.1-8B-Instruct,Bio,1.0,0.0,Hispanic
Direct,Structured,N,Hispanic,v2,Llama-3.1-8B-Instruct,SD,1.0,0.0,Hispanic
Direct,Structured,N,Hispanic,v2,Llama-3.3-70B-Instruct,Bio,0.88,0.12,Hispanic
Direct,Structured,N,Hispanic,v2,Llama-3.3-70B-Instruct,SD,1.0,0.0,Hispanic
Direct,Structured,N,Hispanic,v2,OLMo-2-0325-32B-Instruct,Bio,0.93,0.06999999999999995,Hispanic
Direct,Structured,N,Hispanic,v2,OLMo-2-0325-32B-Instruct,SD,0.99,0.010000000000000009,Hispanic
Direct,Structured,N,Hispanic,v2,OLMo-2-1124-7B-Instruct,Bio,0.83,0.17000000000000004,Hispanic
Direct,Structured,N,Hispanic,v2,OLMo-2-1124-7B-Instruct,SD,0.98,0.020000000000000018,Hispanic
Direct,Structured,N,Hispanic,v2,gemma-3-27b-it,Bio,0.97,0.030000000000000027,Hispanic
Direct,Structured,N,Hispanic,v2,gemma-3-27b-it,SD,0.78,0.21999999999999997,Hispanic
Direct,Structured,N,Middle-Eastern,v1,Llama-3.1-8B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,N,Middle-Eastern,v1,Llama-3.1-8B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,N,Middle-Eastern,v1,Llama-3.3-70B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,N,Middle-Eastern,v1,Llama-3.3-70B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,N,Middle-Eastern,v1,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,N,Middle-Eastern,v1,OLMo-2-0325-32B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,N,Middle-Eastern,v1,OLMo-2-1124-7B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,N,Middle-Eastern,v1,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,N,Middle-Eastern,v1,gemma-3-27b-it,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,N,Middle-Eastern,v1,gemma-3-27b-it,SD,1.0,0.0,Non-Hispanic
Direct,Structured,N,Middle-Eastern,v2,Llama-3.1-8B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,N,Middle-Eastern,v2,Llama-3.1-8B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,N,Middle-Eastern,v2,Llama-3.3-70B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,N,Middle-Eastern,v2,Llama-3.3-70B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,N,Middle-Eastern,v2,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,N,Middle-Eastern,v2,OLMo-2-0325-32B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,N,Middle-Eastern,v2,OLMo-2-1124-7B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,N,Middle-Eastern,v2,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,N,Middle-Eastern,v2,gemma-3-27b-it,Bio,0.98,0.020000000000000018,Non-Hispanic
Direct,Structured,N,Middle-Eastern,v2,gemma-3-27b-it,SD,1.0,0.0,Non-Hispanic
Direct,Structured,N,White,v1,Llama-3.1-8B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,N,White,v1,Llama-3.1-8B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,N,White,v1,Llama-3.3-70B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,N,White,v1,Llama-3.3-70B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,N,White,v1,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Non-Hispanic
Direct,Structured,N,White,v1,OLMo-2-0325-32B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,N,White,v1,OLMo-2-1124-7B-Instruct,Bio,0.99,0.010000000000000009,Non-Hispanic
Direct,Structured,N,White,v1,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Non-Hispanic
Direct,Structured,N,White,v1,gemma-3-27b-it,Bio,1.0,0.0,Non-Hispanic
